"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR906946_G1_23F_1999","ERR906947_G3_19A_2007","ERR906949_G5_NT_2010","ERR906950_G5_19A_2010","ERR906951_G5_23B_2010","ERR906952_G5_15A_2010","ERR906953_G5_19A_2010","ERR906954_G5_7C_2010"
"group_2186","","hypothetical protein","1","1","1","11","1158","2","351","","314","314","314","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1968","","",""
"group_2187","","hypothetical protein","1","1","1","11","1157","2","1","","338","338","338","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1969","","",""
"group_2188","","hypothetical protein","1","1","1","11","1156","2","47","","152","152","152","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1970","","",""
"group_2190","","hypothetical protein","1","1","1","11","1584","2","58","","230","230","230","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1981","","",""
"group_2191","","hypothetical protein","1","1","1","11","1589","2","64","","221","221","221","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1986","","",""
"group_2192","","hypothetical protein","1","1","1","11","1590","2","74","","137","137","137","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1987","","",""
"group_2194","","hypothetical protein","1","1","1","11","1572","2","78","","356","356","356","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1991","","",""
"group_2195","","hypothetical protein","1","1","1","11","1571","2","79","","422","422","422","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1992","","",""
"group_2196","","hypothetical protein","1","1","1","11","1570","2","80","","341","341","341","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1993","","",""
"group_2197","","hypothetical protein","1","1","1","11","1569","2","81","","380","380","380","","","","","a0f7cc78741c7df6a041aa1969fd6ff0_1994","","",""
"glcA","","Glucan endo-1,3-beta-glucosidase A1","1","1","1","11","1825","11","4","","1685","1685","1685","","","","","","c456f1c0372d74d556a5dc3af636a419_100","",""
"group_22","","hypothetical protein","1","1","1","11","2502","300","3","","527","527","527","","","1651352c2107c8e99d1e2755be326f79_816","","","","",""
"group_220","lytA_7","Autolysin","1","1","1","11","1194","2","84","","956","956","956","","","","","","c456f1c0372d74d556a5dc3af636a419_1926","",""
"group_2200","","hypothetical protein","1","1","1","11","1456","30","7","","791","791","791","","","","","","c456f1c0372d74d556a5dc3af636a419_131","",""
"group_2201","","hypothetical protein","1","1","1","11","1467","1","153","","974","974","974","","","","","","c456f1c0372d74d556a5dc3af636a419_138","",""
"gspA","","General stress protein A","1","1","1","11","1473","1","145","","2453","2453","2453","","","","","","c456f1c0372d74d556a5dc3af636a419_144","",""
"group_2203","","hypothetical protein","1","1","1","11","893","58","1","","194","194","194","","","","","","c456f1c0372d74d556a5dc3af636a419_217","",""
"group_2204","","hypothetical protein","1","1","1","11","3431","5","21","","581","581","581","","","","","","c456f1c0372d74d556a5dc3af636a419_316","",""
"group_2205","toxA_1","Toxin A","1","1","1","11","81","3","33","","1835","1835","1835","","","","","","c456f1c0372d74d556a5dc3af636a419_338","",""
"argH","","Argininosuccinate lyase","1","1","1","11","12","3","10","","824","824","824","","","","","","c456f1c0372d74d556a5dc3af636a419_348","",""
"group_2208","","hypothetical protein","1","1","1","11","2520","1","374","","197","197","197","","","","","","c456f1c0372d74d556a5dc3af636a419_530","",""
"group_2209","","hypothetical protein","1","1","1","11","2543","1","428","","230","230","230","","","","","","c456f1c0372d74d556a5dc3af636a419_626","",""
"group_221","lytA_2","Autolysin","1","1","1","11","1615","2","46","","314","314","314","","","","","","","731f4f343d163482ebf56e977393a970_849",""
"group_2211","lytB_2","Putative endo-beta-N-acetylglucosaminidase","1","1","1","11","1386","1","67","","998","998","998","","","","","","c456f1c0372d74d556a5dc3af636a419_706","",""
"group_2212","iga_1","Immunoglobulin A1 protease","1","1","1","11","1418","1","65","","5399","5399","5399","","","","","","c456f1c0372d74d556a5dc3af636a419_709","",""
"group_2213","","hypothetical protein","1","1","1","11","1893","38","3","","428","428","428","","","","","","c456f1c0372d74d556a5dc3af636a419_830","",""
"group_2214","iga_2","Immunoglobulin A1 protease","1","1","1","11","1865","394","1","","6026","6026","6026","","","","","","c456f1c0372d74d556a5dc3af636a419_848","",""
"serB_1","","Phosphoserine phosphatase","1","1","1","11","1943","393","1","","329","329","329","","","","","","c456f1c0372d74d556a5dc3af636a419_857","",""
"group_2218","","hypothetical protein","1","1","1","11","172","1","93","","377","377","377","","","","","","c456f1c0372d74d556a5dc3af636a419_2133","",""
"group_2219","","hypothetical protein","1","1","1","11","184","33","7","","203","203","203","","","","","","c456f1c0372d74d556a5dc3af636a419_971","",""
"group_2220","tagF","Teichoic acid poly(glycerol phosphate) polymerase","1","1","1","11","2484","1","347","","1148","1148","1148","","","","","","c456f1c0372d74d556a5dc3af636a419_1117","",""
"group_2221","","hypothetical protein","1","1","1","11","2483","1","346","","500","500","500","","","","","","c456f1c0372d74d556a5dc3af636a419_1118","",""
"group_2222","rfbX","Putative O-antigen transporter","1","1","1","11","2482","1","345","","1463","1463","1463","","","","","","c456f1c0372d74d556a5dc3af636a419_1119","",""
"group_2223","","hypothetical protein","1","1","1","11","2481","1","344","","908","908","908","","","","","","c456f1c0372d74d556a5dc3af636a419_1120","",""
"epsJ_4","","putative glycosyltransferase EpsJ","1","1","1","11","2480","1","343","","956","956","956","","","","","","c456f1c0372d74d556a5dc3af636a419_1121","",""
"epsJ_5","","putative glycosyltransferase EpsJ","1","1","1","11","2479","1","342","","1028","1028","1028","","","","","","c456f1c0372d74d556a5dc3af636a419_1122","",""
"group_2226","","hypothetical protein","1","1","1","11","777","1","341","","1199","1199","1199","","","","","","c456f1c0372d74d556a5dc3af636a419_1123","",""
"group_2227","","hypothetical protein","1","1","1","11","778","1","340","","506","506","506","","","","","","c456f1c0372d74d556a5dc3af636a419_1124","",""
"group_2228","","hypothetical protein","1","1","1","11","779","1","4","","449","449","449","","","","","","c456f1c0372d74d556a5dc3af636a419_1125","",""
"group_2229","ywqC","putative capsular polysaccharide biosynthesis protein YwqC","1","1","1","11","785","1","2","","692","692","692","","","","","","c456f1c0372d74d556a5dc3af636a419_1128","",""
"group_223","","putative ABC transporter ATP-binding protein","1","1","1","11","3251","42","3","","353","353","353","","","","","","c456f1c0372d74d556a5dc3af636a419_1915","",""
"group_2230","","hypothetical protein","1","1","1","11","15","1","125","","929","929","929","","","","","","c456f1c0372d74d556a5dc3af636a419_1198","",""
"group_2232","","hypothetical protein","1","1","1","11","1089","19","3","","260","260","260","","","","","","c456f1c0372d74d556a5dc3af636a419_1315","",""
"group_2233","","hypothetical protein","1","1","1","11","1061","295","2","","470","470","470","","","","","","c456f1c0372d74d556a5dc3af636a419_1321","",""
"group_2257","","hypothetical protein","1","1","1","11","1324","2","221","","674","674","674","","","","","","c456f1c0372d74d556a5dc3af636a419_1396","",""
"group_2258","","hypothetical protein","1","1","1","11","1327","2","218","","209","209","209","","","","","","c456f1c0372d74d556a5dc3af636a419_1398","",""
"group_2259","","hypothetical protein","1","1","1","11","1328","2","217","","164","164","164","","","","","","c456f1c0372d74d556a5dc3af636a419_1399","",""
"group_2260","","hypothetical protein","1","1","1","11","1329","2","216","","104","104","104","","","","","","c456f1c0372d74d556a5dc3af636a419_1400","",""
"group_2261","","hypothetical protein","1","1","1","11","1330","2","197","","227","227","227","","","","","","c456f1c0372d74d556a5dc3af636a419_1401","",""
"group_2262","","hypothetical protein","1","1","1","11","2812","2","213","","158","158","158","","","","","","c456f1c0372d74d556a5dc3af636a419_1404","",""
"group_227","","hypothetical protein","1","1","1","11","2108","78","2","","173","173","173","","c42d22b1a89013949a40735112065cff_1036","","","","","",""
"group_2271","hemH","Ferrochelatase","1","1","1","11","542","392","1","","1016","1016","1016","","","","","","c456f1c0372d74d556a5dc3af636a419_1688","",""
"group_2272","","hypothetical protein","1","1","1","11","2823","2","88","","155","155","155","","","","","","c456f1c0372d74d556a5dc3af636a419_1728","",""
"group_2275","","hypothetical protein","1","1","1","11","1190","2","91","","653","653","653","","","","","","c456f1c0372d74d556a5dc3af636a419_1736","",""
"group_2276","","hypothetical protein","1","1","1","11","1137","2","292","","413","413","413","","","","","","c456f1c0372d74d556a5dc3af636a419_1741","",""
"group_2277","","hypothetical protein","1","1","1","11","1183","2","273","","515","515","515","","","","","","c456f1c0372d74d556a5dc3af636a419_1743","",""
"group_2278","","hypothetical protein","1","1","1","11","1176","2","3","","251","251","251","","","","","","c456f1c0372d74d556a5dc3af636a419_1750","",""
"group_2279","","hypothetical protein","1","1","1","11","1175","2","4","","245","245","245","","","","","","c456f1c0372d74d556a5dc3af636a419_1751","",""
"group_2280","","hypothetical protein","1","1","1","11","1311","2","229","","371","371","371","","","","","","c456f1c0372d74d556a5dc3af636a419_1759","",""
"group_2281","","hypothetical protein","1","1","1","11","1310","2","228","","437","437","437","","","","","","c456f1c0372d74d556a5dc3af636a419_1760","",""
"group_2282","","hypothetical protein","1","1","1","11","1309","2","227","","422","422","422","","","","","","c456f1c0372d74d556a5dc3af636a419_1761","",""
"group_2283","","hypothetical protein","1","1","1","11","1308","2","226","","260","260","260","","","","","","c456f1c0372d74d556a5dc3af636a419_1762","",""
"group_2284","","hypothetical protein","1","1","1","11","1307","2","225","","161","161","161","","","","","","c456f1c0372d74d556a5dc3af636a419_1763","",""
"group_2285","","hypothetical protein","1","1","1","11","1306","2","224","","692","692","692","","","","","","c456f1c0372d74d556a5dc3af636a419_1764","",""
"group_2286","","hypothetical protein","1","1","1","11","1144","2","343","","506","506","506","","","","","","c456f1c0372d74d556a5dc3af636a419_1770","",""
"group_2287","","hypothetical protein","1","1","1","11","1599","2","338","","1064","1064","1064","","","","","","c456f1c0372d74d556a5dc3af636a419_1775","",""
"group_2288","","hypothetical protein","1","1","1","11","1600","2","337","","818","818","818","","","","","","c456f1c0372d74d556a5dc3af636a419_1776","",""
"group_2289","","hypothetical protein","1","1","1","11","1601","2","336","","116","116","116","","","","","","c456f1c0372d74d556a5dc3af636a419_1777","",""
"group_2290","","hypothetical protein","1","1","1","11","1602","2","335","","143","143","143","","","","","","c456f1c0372d74d556a5dc3af636a419_1778","",""
"group_2291","","hypothetical protein","1","1","1","11","1603","2","334","","260","260","260","","","","","","c456f1c0372d74d556a5dc3af636a419_1779","",""
"group_2292","","hypothetical protein","1","1","1","11","1604","2","333","","254","254","254","","","","","","c456f1c0372d74d556a5dc3af636a419_1780","",""
"group_2293","","hypothetical protein","1","1","1","11","1605","2","332","","221","221","221","","","","","","c456f1c0372d74d556a5dc3af636a419_1781","",""
"group_2294","","hypothetical protein","1","1","1","11","1606","2","331","","137","137","137","","","","","","c456f1c0372d74d556a5dc3af636a419_1782","",""
"group_2295","","hypothetical protein","1","1","1","11","1607","2","330","","797","797","797","","","","","","c456f1c0372d74d556a5dc3af636a419_1783","",""
"group_2296","","hypothetical protein","1","1","1","11","1608","2","329","","191","191","191","","","","","","c456f1c0372d74d556a5dc3af636a419_1784","",""
"group_2297","","hypothetical protein","1","1","1","11","1568","2","45","","362","362","362","","","","","","c456f1c0372d74d556a5dc3af636a419_1786","",""
"group_2298","","hypothetical protein","1","1","1","11","1549","2","27","","206","206","206","","","","","","c456f1c0372d74d556a5dc3af636a419_1788","",""
"group_2299","","hypothetical protein","1","1","1","11","1548","2","26","","296","296","296","","","","","","c456f1c0372d74d556a5dc3af636a419_1789","",""
"group_23","","hypothetical protein","1","1","1","11","2503","300","2","","761","761","761","","","1651352c2107c8e99d1e2755be326f79_815","","","","",""
"group_2300","","hypothetical protein","1","1","1","11","1547","2","25","","170","170","170","","","","","","c456f1c0372d74d556a5dc3af636a419_1790","",""
"group_2301","","hypothetical protein","1","1","1","11","1546","2","24","","449","449","449","","","","","","c456f1c0372d74d556a5dc3af636a419_1791","",""
"group_2302","","hypothetical protein","1","1","1","11","1545","2","23","","167","167","167","","","","","","c456f1c0372d74d556a5dc3af636a419_1792","",""
"group_2303","","hypothetical protein","1","1","1","11","1544","2","22","","275","275","275","","","","","","c456f1c0372d74d556a5dc3af636a419_1793","",""
"lexA_2","","LexA repressor","1","1","1","11","1543","2","21","","791","791","791","","","","","","c456f1c0372d74d556a5dc3af636a419_1794","",""
"group_2305","","hypothetical protein","1","1","1","11","1542","2","20","","200","200","200","","","","","","c456f1c0372d74d556a5dc3af636a419_1795","",""
"hin","","DNA-invertase hin","1","1","1","11","1541","2","19","","1427","1427","1427","","","","","","c456f1c0372d74d556a5dc3af636a419_1796","",""
"group_2307","","hypothetical protein","1","1","1","11","3238","32","1","","92","92","92","","","","","","c456f1c0372d74d556a5dc3af636a419_1800","",""
"group_2308","","hypothetical protein","1","1","1","11","142","2","152","","989","989","989","","","","","","c456f1c0372d74d556a5dc3af636a419_1821","",""
"group_2309","","hypothetical protein","1","1","1","11","143","2","151","","635","635","635","","","","","","c456f1c0372d74d556a5dc3af636a419_1822","",""
"group_2310","","hypothetical protein","1","1","1","11","149","2","118","","452","452","452","","","","","","c456f1c0372d74d556a5dc3af636a419_1824","",""
"group_2311","","hypothetical protein","1","1","1","11","150","2","117","","215","215","215","","","","","","c456f1c0372d74d556a5dc3af636a419_1825","",""
"group_2312","","hypothetical protein","1","1","1","11","151","2","116","","341","341","341","","","","","","c456f1c0372d74d556a5dc3af636a419_1826","",""
"group_2313","","hypothetical protein","1","1","1","11","152","2","115","","281","281","281","","","","","","c456f1c0372d74d556a5dc3af636a419_1827","",""
"group_2314","","hypothetical protein","1","1","1","11","153","2","114","","797","797","797","","","","","","c456f1c0372d74d556a5dc3af636a419_1828","",""
"dnaC_3","","DNA replication protein DnaC","1","1","1","11","154","2","113","","824","824","824","","","","","","c456f1c0372d74d556a5dc3af636a419_1829","",""
"group_2316","","hypothetical protein","1","1","1","11","155","2","112","","110","110","110","","","","","","c456f1c0372d74d556a5dc3af636a419_1830","",""
"group_2317","","hypothetical protein","1","1","1","11","156","2","111","","533","533","533","","","","","","c456f1c0372d74d556a5dc3af636a419_1831","",""
"group_2318","","hypothetical protein","1","1","1","11","157","2","110","","419","419","419","","","","","","c456f1c0372d74d556a5dc3af636a419_1832","",""
"group_2319","","hypothetical protein","1","1","1","11","158","2","109","","209","209","209","","","","","","c456f1c0372d74d556a5dc3af636a419_1833","",""
